pair_id,domain,layer,head,head_label,clean_ld,corrupted_ld,patched_ld,behavioral_gap,recovery
67,product,4,10,L4H10,1.5984039306640625,0.8102493286132812,0.8102188110351562,0.7881546020507812,-3.8720294274236484e-05
67,product,4,11,L4H11,1.5984039306640625,0.8102493286132812,0.8181533813476562,0.7881546020507812,0.01002855621702725
67,product,5,0,L5H0,1.5984039306640625,0.8102493286132812,0.8167037963867188,0.7881546020507812,0.008189342239001016
67,product,5,1,L5H1,1.5984039306640625,0.8102493286132812,0.8104400634765625,0.7881546020507812,0.00024200183921397803
67,product,5,2,L5H2,1.5984039306640625,0.8102493286132812,0.8091964721679688,0.7881546020507812,-0.0013358501524611587
67,product,5,3,L5H3,1.5984039306640625,0.8102493286132812,0.8063507080078125,0.7881546020507812,-0.004946517593533711
67,product,5,4,L5H4,1.5984039306640625,0.8102493286132812,0.82415771484375,0.7881546020507812,0.017646774115483276
67,product,5,5,L5H5,1.5984039306640625,0.8102493286132812,0.81011962890625,0.7881546020507812,-0.00016456125066550506
67,product,5,6,L5H6,1.5984039306640625,0.8102493286132812,0.805419921875,0.7881546020507812,-0.006127486568897923
67,product,5,7,L5H7,1.5984039306640625,0.8102493286132812,0.7937774658203125,0.7881546020507812,-0.02089927883451914
67,product,5,8,L5H8,1.5984039306640625,0.8102493286132812,0.8111495971679688,0.7881546020507812,0.0011422486810899763
67,product,5,9,L5H9,1.5984039306640625,0.8102493286132812,0.8127212524414062,0.7881546020507812,0.0031363438362131553
67,product,5,10,L5H10,1.5984039306640625,0.8102493286132812,0.817718505859375,0.7881546020507812,0.00947679202361938
67,product,5,11,L5H11,1.5984039306640625,0.8102493286132812,0.817962646484375,0.7881546020507812,0.009786554377813271
